"_time","Latitude 1664","Longitude 1664"
1778951383800,42.064519725,-84.238570425
1778951384000,42.06451736666667,-84.23859543333333
1778951384200,42.064513375,-84.238618925
1778951384400,42.0645061,-84.23864269999999
1778951384600,42.06449464,-84.23866464
1778951384800,42.06448046666666,-84.2386786
1778951385000,42.06446700000001,-84.23868487499999
1778951385200,42.064451275,-84.238686425
1778951385400,42.06443505,-84.2386812
1778951385600,42.06441854,-84.238671
1778951385800,42.0644063,-84.2386559
1778951386000,42.06439595,-84.238635625
1778951386200,42.064383525,-84.23861022499999
1778951386400,42.064369975000005,-84.2385821
1778951386600,42.064353749999995,-84.238553075
1778951386800,42.06433228000001,-84.23851859999999
1778951387000,42.06431046666667,-84.23848806666666
1778951387200,42.0642889,-84.23846252499999
1778951387400,42.06425786,-84.23843004
1778951387600,42.064223424999994,-84.23839955
1778951387800,42.0641904,-84.238374875
1778951388000,42.064160566666665,-84.2383547
1778951388200,42.064132325,-84.23833859999999
1778951388400,42.064102274999996,-84.2383235
1778951388600,42.064074700000006,-84.2383119
1778951388800,42.06404492,-84.23830328
1778951389000,42.06401555,-84.23830065
1778951389200,42.063990375,-84.238303375
1778951389400,42.063969566666664,-84.23831033333333
1778951389600,42.063949325,-84.23832019999999
1778951389800,42.0639258,-84.238333775
1778951390000,42.06389992,-84.2383536
1778951390200,42.063877375,-84.238378125
1778951390400,42.0638634,-84.23840059999999
1778951390600,42.063852950000005,-84.238424025
1778951390800,42.063843825,-84.23845204999999
1778951391000,42.063838825,-84.238480775
1778951391200,42.063839625,-84.23850782499999
1778951391400,42.0638468,-84.23853964
1778951391600,42.063855024999995,-84.2385709
1778951391800,42.06385916666667,-84.23859653333334
1778951392000,42.063860325,-84.23862237499999
1778951392200,42.063855225000005,-84.23864889999999
1778951392400,42.063845040000004,-84.23867528000001
1778951392600,42.063835375,-84.23870282499999
1778951392800,42.063831625,-84.2387281
1778951393000,42.06383245,-84.23875072499999
1778951393200,42.06383755,-84.23877155
1778951393400,42.06384466666666,-84.23878739999999
1778951393600,42.063852274999995,-84.23880312499999
1778951393800,42.06385864,-84.23882655999998
1778951394000,42.06385866666667,-84.2388489
1778951394200,42.063854825,-84.23886625
1778951394400,42.063846975000004,-84.238883725
1778951394600,42.06383652,-84.23890378
1778951394800,42.063828275,-84.23892662499999
1778951395000,42.06382466666667,-84.23894536666667
1778951395200,42.0638236,-84.23896367500001
1778951395400,42.063826275,-84.23898439999999
1778951395600,42.06383186,-84.23901094
1778951395800,42.0638357,-84.239040775
1778951396000,42.0638363,-84.2390654
1778951396200,42.0638345,-84.239090875
1778951396400,42.06383045,-84.2391208
1778951396600,42.06382945,-84.23915029999999
1778951396800,42.063833360000004,-84.23918355999999
1778951397000,42.0638412,-84.239215125
1778951397200,42.0638487,-84.23924203333333
1778951397400,42.0638559,-84.23927085
1778951397600,42.063862799999995,-84.23930639999999
1778951397800,42.06386934,-84.23934894
1778951398000,42.063876566666664,-84.2393858
1778951398200,42.0638856,-84.239419575
1778951398400,42.0638986,-84.23946045
1778951398600,42.063913850000006,-84.239503175
1778951398800,42.063930625000005,-84.2395481
1778951399000,42.06394786,-84.23960112
1778951399200,42.06396253333333,-84.23964943333333
1778951399400,42.063975625,-84.239693125
1778951399600,42.06399294,-84.23975143999999
1778951399800,42.064011475,-84.239812325
1778951400000,42.0640289,-84.239867575
1778951400200,42.06404513333333,-84.23991603333333
1778951400400,42.064062225,-84.23996435
1778951400600,42.064082425,-84.2400217
1778951400800,42.06410355,-84.2400798
1778951401000,42.06412845999999,-84.24014512
1778951401200,42.064153425,-84.24020482499999
1778951401400,42.064173925,-84.2402529
1778951401600,42.06419076666667,-84.24029203333333
1778951401800,42.064206575,-84.24032879999999
1778951402000,42.06422425,-84.24036905
1778951402200,42.06424,-84.2404076
1778951402400,42.064251600000006,-84.2404464
1778951402600,42.064258725,-84.24048445
1778951402800,42.06426345,-84.24052212499998
1778951403000,42.06426958,-84.24056271999999
1778951403200,42.06427846666667,-84.24059799999999
1778951403400,42.064292640000005,-84.24063231999999
1778951403600,42.06431155,-84.240667375
1778951403800,42.06432806666667,-84.24069329999999
1778951404000,42.06434395,-84.240721225
1778951404200,42.064358225,-84.240755075
1778951404400,42.0643678,-84.240789475
1778951404600,42.06437225,-84.24082419999999
1778951404800,42.06437579999999,-84.24085715
1778951405000,42.064382460000004,-84.24088855999999
1778951405200,42.064390833333334,-84.24091133333333
1778951405400,42.064399425000005,-84.240925975
1778951405600,42.064412375,-84.24093875
1778951405800,42.064425449999995,-84.24095159999999
1778951406000,42.064434675,-84.24096995
1778951406200,42.06443994,-84.2409922
1778951406400,42.064440999999995,-84.24101326666666
1778951406600,42.064438725,-84.241031775
1778951406800,42.064431125,-84.2410527
1778951407000,42.06442027999999,-84.24107655999998
1778951407200,42.064408225,-84.241103375
1778951407400,42.06439885,-84.241130475
1778951407600,42.0643951,-84.24115426666667
1778951407800,42.064394125,-84.2411773
1778951408000,42.0643966,-84.2412016
1778951408200,42.064402550000004,-84.2412239
1778951408400,42.06441192,-84.24124606000001
1778951408600,42.064424366666664,-84.24126333333332
1778951408800,42.064442199999995,-84.24127598
1778951409000,42.06446066666667,-84.24128383333333
1778951409200,42.064480960000004,-84.24128707999999
1778951409400,42.06449953333333,-84.24128296666667
1778951409600,42.06451605,-84.24127455
1778951409800,42.064534349999995,-84.24126285
1778951410000,42.064549050000004,-84.241247225
1778951410200,42.06455995,-84.2412282
1778951410400,42.06456624,-84.241201
1778951410600,42.06456923333334,-84.24117476666667
1778951410800,42.0645721,-84.241151825
1778951411000,42.0645808,-84.24112196
1778951411200,42.06459296666666,-84.24109736666666
1778951411400,42.064606700000006,-84.241079
1778951411600,42.064625225,-84.2410622
1778951411800,42.06464642499999,-84.241050775
1778951412000,42.064669875,-84.2410409
1778951412200,42.064697375,-84.241036325
1778951412400,42.0647254,-84.24103044999998
1778951412600,42.064752750000004,-84.241019
1778951412800,42.06477735,-84.24100412499999
1778951413000,42.064797049999996,-84.24098307499999
1778951413200,42.0648164,-84.24095729999999
1778951413400,42.064836875,-84.240934275
1778951413600,42.064859325,-84.24091759999999
1778951413800,42.064883574999996,-84.24090792499999
1778951414000,42.06491352,-84.24090066
1778951414200,42.06494185,-84.2408868
1778951414400,42.06496096666667,-84.24087043333333
1778951414600,42.064977875,-84.24085045000001
1778951414800,42.064994925,-84.240824825
1778951415000,42.065008174999996,-84.240795225
1778951415200,42.06502444,-84.24076562
1778951415400,42.06504595,-84.24074037499999
